,ticker,name,sector,asset_class,market_value,weight,notional_value,shares,price,location,exchange,currency,fx_rate,market_currency,accrual_date,etfname,date
1163,CPU,COMPUTERSHARE LTD,Industrials,Equity,"31,693,752.43",0.06,"31,693,752.43","1,770,233.00",17.90,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1164,7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,Equity,"31,487,402.29",0.06,"31,487,402.29","1,201,900.00",26.20,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1165,ITRK,INTERTEK GROUP PLC,Industrials,Equity,"31,482,466.72",0.06,"31,482,466.72","514,975.00",61.13,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1166,CNA,CENTRICA PLC,Utilities,Equity,"31,282,955.07",0.06,"31,282,955.07","17,344,555.00",1.80,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1167,FBK,FINECOBANK BANCA FINECO,Financials,Equity,"31,279,391.73",0.06,"31,279,391.73","1,949,586.00",16.04,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1168,CYBR,CYBER ARK SOFTWARE LTD,Information Technology,Equity,"31,038,123.95",0.06,"31,038,123.95","135,010.00",229.90,Israel,NASDAQ,USD,1.00,USD,-,EFA,20240603
1169,SRG,SNAM,Utilities,Equity,"30,892,984.70",0.06,"30,892,984.70","6,434,324.00",4.80,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1170,A5G,AIB GROUP PLC,Financials,Equity,"30,788,839.94",0.06,"30,788,839.94","5,431,371.00",5.67,Ireland,Irish Stock Exchange - All Market,USD,0.92,EUR,-,EFA,20240603
1171,CA,CARREFOUR SA,Consumer Staples,Equity,"30,748,760.35",0.06,"30,748,760.35","1,838,059.00",16.73,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1172,6506,YASKAWA ELECTRIC CORP,Industrials,Equity,"30,730,146.93",0.06,"30,730,146.93","765,900.00",40.12,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1173,QIA,QIAGEN NV,Health Care,Equity,"30,717,949.41",0.06,"30,717,949.41","706,308.00",43.49,Germany,Deutsche Boerse Xetra,USD,0.92,EUR,-,EFA,20240603
1174,ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Equity,"30,670,367.83",0.06,"30,670,367.83","677,283.00",45.28,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240603
1175,BVI,BUREAU VERITAS SA,Industrials,Equity,"30,493,507.69",0.06,"30,493,507.69","1,013,472.00",30.09,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1176,P911,DR ING HC F PORSCHE PRF AG,Consumer Discretionary,Equity,"30,459,762.34",0.06,"30,459,762.34","363,354.00",83.83,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1177,9613,NTT DATA GROUP CORP,Information Technology,Equity,"30,443,204.41",0.06,"30,443,204.41","1,991,655.00",15.29,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1178,BNR,BRENNTAG,Industrials,Equity,"30,424,365.71",0.06,"30,424,365.71","431,401.00",70.52,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1179,AUTO,AUTO TRADER GROUP PLC,Communication,Equity,"30,262,547.06",0.06,"30,262,547.06","2,863,387.00",10.57,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1180,BOL,BOLIDEN,Materials,Equity,"30,116,055.76",0.06,"30,116,055.76","866,387.00",34.76,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1181,TLS,TELSTRA GROUP LTD,Communication,Equity,"29,901,560.18",0.05,"29,901,560.18","12,903,810.00",2.32,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1182,7936,ASICS CORP,Consumer Discretionary,Equity,"29,803,034.67",0.05,"29,803,034.67","515,000.00",57.87,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1183,AGN,AEGON LTD,Financials,Equity,"29,670,429.01",0.05,"29,670,429.01","4,575,210.00",6.49,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240603
1184,BAMI,BANCO BPM,Financials,Equity,"29,410,651.99",0.05,"29,410,651.99","4,109,465.00",7.16,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1185,SCA B,SVENSKA CELLULOSA B,Materials,Equity,"29,255,412.82",0.05,"29,255,412.82","1,916,997.00",15.26,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1186,WIX,WIX.COM LTD,Information Technology,Equity,"28,949,700.64",0.05,"28,949,700.64","173,726.00",166.64,Israel,NASDAQ,USD,1.00,USD,-,EFA,20240603
1187,RO,ROCHE HOLDING AG,Health Care,Equity,"28,854,704.21",0.05,"28,854,704.21","101,076.00",285.48,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1188,NHY,NORSK HYDRO,Materials,Equity,"28,696,392.40",0.05,"28,696,392.40","4,233,526.00",6.78,Norway,Oslo Bors Asa,USD,10.48,NOK,-,EFA,20240603
1189,8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Equity,"28,658,743.24",0.05,"28,658,743.24","901,400.00",31.79,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1190,4684,OBIC LTD,Information Technology,Equity,"28,655,846.86",0.05,"28,655,846.86","220,000.00",130.25,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1191,9501,TOKYO ELECTRIC POWER HOLDINGS INC,Utilities,Equity,"28,647,439.93",0.05,"28,647,439.93","4,817,600.00",5.95,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1192,ADM,ADMIRAL GROUP PLC,Financials,Equity,"28,645,300.92",0.05,"28,645,300.92","819,648.00",34.95,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1193,8795,T&D HOLDINGS INC,Financials,Equity,"28,356,765.58",0.05,"28,356,765.58","1,554,100.00",18.25,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1194,9021,WEST JAPAN RAILWAY,Industrials,Equity,"28,145,534.75",0.05,"28,145,534.75","1,401,400.00",20.08,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1195,9502,CHUBU ELECTRIC POWER INC,Utilities,Equity,"28,133,246.90",0.05,"28,133,246.90","2,055,800.00",13.68,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1196,9843,NITORI HOLDINGS LTD,Consumer Discretionary,Equity,"27,894,670.12",0.05,"27,894,670.12","252,800.00",110.34,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1197,3,HONG KONG AND CHINA GAS LTD,Utilities,Equity,"27,822,974.18",0.05,"27,822,974.18","35,379,513.00",0.79,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1198,FME,FRESENIUS MEDICAL CARE AG,Health Care,Equity,"27,689,508.08",0.05,"27,689,508.08","649,002.00",42.66,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1199,UU.,UNITED UTILITIES GROUP PLC,Utilities,Equity,"27,689,111.17",0.05,"27,689,111.17","2,154,771.00",12.85,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1200,7201,NISSAN MOTOR LTD,Consumer Discretionary,Equity,"27,676,204.74",0.05,"27,676,204.74","7,592,000.00",3.65,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1201,9531,TOKYO GAS LTD,Utilities,Equity,"27,615,550.43",0.05,"27,615,550.43","1,207,900.00",22.86,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1202,NESTE,NESTE,Energy,Equity,"27,552,741.38",0.05,"27,552,741.38","1,338,659.00",20.58,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240603
1203,7272,YAMAHA MOTOR LTD,Consumer Discretionary,Equity,"27,535,327.00",0.05,"27,535,327.00","2,822,100.00",9.76,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1204,MNDI,MONDI PLC,Materials,Equity,"27,522,075.17",0.05,"27,522,075.17","1,389,631.00",19.81,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1205,5411,JFE HOLDINGS INC,Materials,Equity,"27,496,286.05",0.05,"27,496,286.05","1,813,675.00",15.16,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1206,MB,MEDIOBANCA BANCA DI CREDITO FINANZ,Financials,Equity,"27,355,201.37",0.05,"27,355,201.37","1,720,737.00",15.90,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1207,IMCD,IMCD NV,Industrials,Equity,"27,327,186.09",0.05,"27,327,186.09","180,086.00",151.75,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240603
1208,6869,SYSMEX CORP,Health Care,Equity,"27,206,408.66",0.05,"27,206,408.66","1,588,600.00",17.13,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1209,TREL B,TRELLEBORG B,Industrials,Equity,"27,192,707.68",0.05,"27,192,707.68","686,965.00",39.58,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1210,AC,ACCOR SA,Consumer Discretionary,Equity,"26,889,727.15",0.05,"26,889,727.15","616,282.00",43.63,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1211,STERV,STORA ENSO CLASS R,Materials,Equity,"26,839,948.12",0.05,"26,839,948.12","1,842,669.00",14.57,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240603
1212,9532,OSAKA GAS LTD,Utilities,Equity,"26,822,119.79",0.05,"26,822,119.79","1,181,800.00",22.70,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1213,MIN,MINERAL RESOURCES LTD,Materials,Equity,"26,689,036.59",0.05,"26,689,036.59","556,082.00",47.99,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1214,MOWI,MOWI,Consumer Staples,Equity,"26,688,406.20",0.05,"26,688,406.20","1,485,005.00",17.97,Norway,Oslo Bors Asa,USD,10.48,NOK,-,EFA,20240603
1215,ENX,EURONEXT NV,Financials,Equity,"26,488,939.95",0.05,"26,488,939.95","270,765.00",97.83,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1216,PAH3,PORSCHE AUTOMOBIL HOLDING PREF,Consumer Discretionary,Equity,"26,490,557.62",0.05,"26,490,557.62","483,155.00",54.83,Germany,Xetra,USD,0.92,EUR,"Jan 02, 1990",EFA,20240603
1217,SPX,SPIRAX-SARCO ENGINEERING PLC,Industrials,Equity,"26,333,212.25",0.05,"26,333,212.25","232,812.00",113.11,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1218,CAR,CAR GROUP LTD,Communication,Equity,"26,286,883.62",0.05,"26,286,883.62","1,133,086.00",23.20,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1219,3407,ASAHI KASEI CORP,Materials,Equity,"26,283,679.38",0.05,"26,283,679.38","3,958,900.00",6.64,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1220,SW,SODEXO SA,Consumer Discretionary,Equity,"26,233,960.08",0.05,"26,233,960.08","278,526.00",94.19,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1221,HEN,HENKEL AG,Consumer Staples,Equity,"26,139,572.06",0.05,"26,139,572.06","328,517.00",79.57,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1222,ASX,ASX LTD,Financials,Equity,"26,118,783.38",0.05,"26,118,783.38","618,660.00",42.22,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1223,FGR,EIFFAGE SA,Industrials,Equity,"25,993,446.22",0.05,"25,993,446.22","231,940.00",112.07,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1224,2801,KIKKOMAN CORP,Consumer Staples,Equity,"25,968,164.79",0.05,"25,968,164.79","2,205,000.00",11.78,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1225,ERF,EUROFINS SCIENTIFIC,Health Care,Equity,"25,927,734.76",0.05,"25,927,734.76","428,079.00",60.57,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1226,TEL,TELENOR,Communication,Equity,"25,909,244.16",0.05,"25,909,244.16","2,156,178.00",12.02,Norway,Oslo Bors Asa,USD,10.48,NOK,-,EFA,20240603
1227,5713,SUMITOMO METAL MINING LTD,Materials,Equity,"25,893,617.59",0.05,"25,893,617.59","788,700.00",32.83,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1228,4755,RAKUTEN GROUP INC,Consumer Discretionary,Equity,"25,743,973.88",0.05,"25,743,973.88","4,787,000.00",5.38,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1229,ABN,ABN AMRO BANK NV,Financials,Equity,"25,658,580.92",0.05,"25,658,580.92","1,498,727.00",17.12,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240603
1230,NIBE B,NIBE INDUSTRIER CLASS B,Industrials,Equity,"25,601,502.80",0.05,"25,601,502.80","4,771,002.00",5.37,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1231,VIV,VIVENDI,Communication,Equity,"25,505,388.44",0.05,"25,505,388.44","2,300,394.00",11.09,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1232,SVT,SEVERN TRENT PLC,Utilities,Equity,"25,470,579.80",0.05,"25,470,579.80","845,998.00",30.11,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1233,AGS,AGEAS SA,Financials,Equity,"25,315,871.96",0.05,"25,315,871.96","502,149.00",50.42,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240603
1234,MNDY,MONDAYCOM LTD,Information Technology,Equity,"25,289,280.00",0.05,"25,289,280.00","117,080.00",216.00,Israel,NASDAQ,USD,1.00,USD,-,EFA,20240603
1235,7735,SCREEN HOLDINGS LTD,Information Technology,Equity,"25,273,120.14",0.05,"25,273,120.14","256,500.00",98.53,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1236,CRDA,CRODA INTERNATIONAL PLC,Materials,Equity,"25,184,989.97",0.05,"25,184,989.97","431,058.00",58.43,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1237,AKRBP,AKER BP,Energy,Equity,"25,175,106.54",0.05,"25,175,106.54","991,620.00",25.39,Norway,Oslo Bors Asa,USD,10.48,NOK,-,EFA,20240603
1238,SAAB B,SAAB CLASS B,Industrials,Equity,"25,138,279.00",0.05,"25,138,279.00","1,022,045.00",24.60,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1239,C38U,CAPITALAND INTEGRATED COMMERCIAL T,Real Estate,Equity,"25,119,583.15",0.05,"25,119,583.15","17,183,325.00",1.46,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240603
1240,MAERSK B,A P MOLLER MAERSK B,Industrials,Equity,"25,099,430.92",0.05,"25,099,430.92","14,287.00","1,756.80",Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.86,DKK,-,EFA,20240603
1241,6,POWER ASSETS HOLDINGS LTD,Utilities,Equity,"24,981,650.32",0.05,"24,981,650.32","4,420,000.00",5.65,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1242,7202,ISUZU MOTORS LTD,Consumer Discretionary,Equity,"24,924,589.46",0.05,"24,924,589.46","1,860,500.00",13.40,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1243,BALN,BALOISE HOLDING AG,Financials,Equity,"24,852,380.04",0.05,"24,852,380.04","144,529.00",171.95,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1244,METSO,METSO CORPORATION,Industrials,Equity,"24,757,673.35",0.05,"24,757,673.35","2,100,152.00",11.79,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240603
1245,SMIN,SMITHS GROUP PLC,Industrials,Equity,"24,748,291.83",0.05,"24,748,291.83","1,117,987.00",22.14,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1246,EN,BOUYGUES SA,Industrials,Equity,"24,687,276.85",0.05,"24,687,276.85","626,521.00",39.40,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1247,ASRNL,ASR NEDERLAND NV,Financials,Equity,"24,667,262.39",0.05,"24,667,262.39","498,966.00",49.44,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240603
1248,GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,Equity,"24,619,240.80",0.05,"24,619,240.80","6,708,240.00",3.67,Singapore,NASDAQ,USD,1.00,USD,-,EFA,20240603
1249,RED,REDEIA CORPORACION SA,Utilities,Equity,"24,571,110.83",0.05,"24,571,110.83","1,347,914.00",18.23,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240603
1250,1113,CK ASSET HOLDINGS LTD,Real Estate,Equity,"24,554,221.07",0.05,"24,554,221.07","6,144,684.00",4.00,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1251,6479,MINEBEA MITSUMI INC,Industrials,Equity,"24,531,235.96",0.04,"24,531,235.96","1,158,300.00",21.18,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1252,KOG,KONGSBERG GRUPPEN,Industrials,Equity,"24,510,764.07",0.04,"24,510,764.07","280,667.00",87.33,Norway,Oslo Bors Asa,USD,10.48,NOK,-,EFA,20240603
1253,6504,FUJI ELECTRIC LTD,Industrials,Equity,"24,463,275.39",0.04,"24,463,275.39","404,900.00",60.42,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1254,TEN,TENARIS SA,Energy,Equity,"24,142,073.19",0.04,"24,142,073.19","1,486,601.00",16.24,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1255,1802,OBAYASHI CORP,Industrials,Equity,"24,040,923.20",0.04,"24,040,923.20","2,040,800.00",11.78,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1256,CCH,COCA COLA HBC AG,Consumer Staples,Equity,"23,912,968.10",0.04,"23,912,968.10","696,457.00",34.34,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1257,PSON,PEARSON PLC,Consumer Discretionary,Equity,"23,863,507.73",0.04,"23,863,507.73","2,004,081.00",11.91,United Kingdom,London Stock Exchange,USD,0.78,GBP,"Jan 02, 1985",EFA,20240603
1258,SYENS,SYENSQO SA,Materials,Equity,"23,631,152.01",0.04,"23,631,152.01","236,482.00",99.93,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240603
1259,HKD,HKD CASH,Cash and/or Derivatives,Cash,"23,603,102.17",0.04,"23,603,102.17","184,583,340.00",12.79,Hong Kong,-,USD,7.82,HKD,-,EFA,20240603
1260,C6L,SINGAPORE AIRLINES LTD,Industrials,Equity,"23,570,913.48",0.04,"23,570,913.48","4,691,900.00",5.02,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240603
1261,CON,CONTINENTAL AG,Consumer Discretionary,Equity,"23,515,360.40",0.04,"23,515,360.40","347,132.00",67.74,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1262,SHL,SONIC HEALTHCARE LTD,Health Care,Equity,"23,504,706.27",0.04,"23,504,706.27","1,456,236.00",16.14,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1263,4188,MITSUBISHI CHEMICAL GROUP CORP,Materials,Equity,"23,390,545.28",0.04,"23,390,545.28","4,325,700.00",5.41,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1264,SKF B,SKF B,Industrials,Equity,"23,384,694.17",0.04,"23,384,694.17","1,080,972.00",21.63,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1265,SGP,STOCKLAND STAPLED UNITS LTD,Real Estate,Equity,"23,296,841.54",0.04,"23,296,841.54","7,617,021.00",3.06,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1266,WTB,WHITBREAD PLC,Consumer Discretionary,Equity,"23,285,625.77",0.04,"23,285,625.77","617,117.00",37.73,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1267,LDO,LEONARDO FINMECCANICA SPA,Industrials,Equity,"23,281,127.38",0.04,"23,281,127.38","887,232.00",26.24,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1268,PLS,PILBARA MINERALS LTD,Materials,Equity,"23,273,468.64",0.04,"23,273,468.64","9,123,287.00",2.55,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1269,EPI B,EPIROC CLASS B,Industrials,Equity,"23,161,811.57",0.04,"23,161,811.57","1,232,362.00",18.79,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1270,OMV,OMV AG,Energy,Equity,"23,162,568.38",0.04,"23,162,568.38","463,636.00",49.96,Austria,Wiener Boerse Ag,USD,0.92,EUR,-,EFA,20240603
1271,A17U,CAPITALAND ASCENDAS REIT,Real Estate,Equity,"23,097,845.06",0.04,"23,097,845.06","11,790,400.00",1.96,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240603
1272,BN4,KEPPEL LTD,Industrials,Equity,"23,035,986.94",0.04,"23,035,986.94","4,647,200.00",4.96,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240603
1273,8473,SBI HOLDINGS INC,Financials,Equity,"23,035,097.15",0.04,"23,035,097.15","866,980.00",26.57,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1274,TLC,THE LOTTERY CORPORATION LTD,Consumer Discretionary,Equity,"22,983,291.22",0.04,"22,983,291.22","7,023,761.00",3.27,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1275,SPSN,SWISS PRIME SITE AG,Real Estate,Equity,"22,925,172.90",0.04,"22,925,172.90","242,431.00",94.56,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1276,DCC,DCC PLC,Industrials,Equity,"22,802,087.58",0.04,"22,802,087.58","312,355.00",73.00,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1277,PST,POSTE ITALIANE,Financials,Equity,"22,786,336.66",0.04,"22,786,336.66","1,629,428.00",13.98,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1278,1812,KAJIMA CORP,Industrials,Equity,"22,760,302.51",0.04,"22,760,302.51","1,323,300.00",17.20,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1279,TRYG,TRYG,Financials,Equity,"22,658,882.74",0.04,"22,658,882.74","1,100,375.00",20.59,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.86,DKK,-,EFA,20240603
1280,APA,APA GROUP UNITS,Utilities,Equity,"22,548,310.71",0.04,"22,548,310.71","4,048,569.00",5.57,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1281,9766,KONAMI GROUP CORP,Communication,Equity,"22,540,366.21",0.04,"22,540,366.21","320,500.00",70.33,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1282,3402,TORAY INDUSTRIES INC,Materials,Equity,"22,425,784.76",0.04,"22,425,784.76","4,370,300.00",5.13,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1283,INDT,INDUTRADE,Industrials,Equity,"22,297,518.17",0.04,"22,297,518.17","867,001.00",25.72,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1284,BKG,BERKELEY GROUP HOLDINGS (THE) PLC,Consumer Discretionary,Equity,"22,261,359.97",0.04,"22,261,359.97","332,591.00",66.93,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1285,5019,IDEMITSU KOSAN LTD,Energy,Equity,"22,224,840.50",0.04,"22,224,840.50","3,163,015.00",7.03,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1286,MPL,MEDIBANK PRIVATE LTD,Financials,Equity,"22,123,492.94",0.04,"22,123,492.94","8,787,512.00",2.52,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1287,FORTUM,FORTUM,Utilities,Equity,"22,080,245.54",0.04,"22,080,245.54","1,431,502.00",15.42,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240603
1288,5201,AGC INC,Industrials,Equity,"21,832,036.88",0.04,"21,832,036.88","622,500.00",35.07,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1289,RXL,REXEL SA,Industrials,Equity,"21,723,559.01",0.04,"21,723,559.01","719,657.00",30.19,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1290,1801,TAISEI CORP,Industrials,Equity,"21,576,445.47",0.04,"21,576,445.47","547,900.00",39.38,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1291,SRT3,SARTORIUS PREF AG,Health Care,Equity,"21,542,283.50",0.04,"21,542,283.50","82,817.00",260.12,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1292,TEP,TELEPERFORMANCE,Industrials,Equity,"21,460,161.09",0.04,"21,460,161.09","184,942.00",116.04,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1293,ELISA,ELISA,Communication,Equity,"21,380,901.18",0.04,"21,380,901.18","453,845.00",47.11,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240603
1294,7912,DAI NIPPON PRINTING LTD,Industrials,Equity,"21,304,315.76",0.04,"21,304,315.76","673,200.00",31.65,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1295,LEG,LEG IMMOBILIEN N,Real Estate,Equity,"21,298,483.80",0.04,"21,298,483.80","236,469.00",90.07,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1296,GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,Equity,"21,179,094.09",0.04,"21,179,094.09","278,144.00",76.14,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240603
1297,DSCT,ISRAEL DISCOUNT BANK LTD,Financials,Equity,"21,168,286.91",0.04,"21,168,286.91","3,947,073.00",5.36,Israel,Tel Aviv Stock Exchange,USD,3.67,ILS,-,EFA,20240603
1298,G1A,GEA GROUP AG,Industrials,Equity,"21,129,482.32",0.04,"21,129,482.32","515,606.00",40.98,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1299,TWODF,TAYLOR WIMPEY PLC,Consumer Discretionary,Equity,"21,112,721.96",0.04,"21,112,721.96","11,111,619.00",1.90,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1300,7186,CONCORDIA FINANCIAL GROUP LTD,Financials,Equity,"21,031,197.54",0.04,"21,031,197.54","3,344,500.00",6.29,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
